Temperature_C,Humidity_%,Pressure_Pa,Vibration_mms,Sound_dB,Light_Lux,CO2_ppm,Motion_Count,Machine_Status
27.483570765056164,79.9121168894297,102177.80951889223,0.08114974112951684,42.78455767444726,843.5296485819647,377.1765262594276,2,0
24.308678494144075,82.89862531085609,100181.49757532001,0.21562903246442275,57.33181895650632,988.2471372032913,327.37478355054526,3,0
28.23844269050346,55.995025426360485,101782.02837675101,0.3643677196413698,57.71937216369718,824.9195734608104,313.619610861944,3,0
32.61514928204013,52.48128124361368,102007.08613519931,0.007881023929134735,56.27622736611779,913.0235694684649,450.5805545505968,1,0
23.829233126383322,66.76193682113791,102078.22064734584,1.6198045093795432,60.711099985507765,619.1526627900926,381.3782353456604,2,1
23.8293152152541,33.478466763474785,101363.44871224093,1.2800451741804,51.740491357229615,786.6384714535515,394.85934009670103,3,0
32.896064077536955,71.47938963405582,101608.03889040565,0.5454492160866937,71.4094880635434,541.0661659184809,396.788809713255,3,1
28.837173645764544,76.93725632263481,100966.44282787676,0.1200369950444615,69.92367056997843,407.6608760435017,313.16289477224484,3,0
22.65262807032524,53.8465156354303,101337.57391828833,0.07418265192560473,68.60355985813202,473.8195917544048,506.9991118775512,2,0
27.712800217929825,40.47695100044379,101242.8920868615,1.0953412890840162,68.52705926895955,309.2679857711498,306.89900223111215,3,0
22.682911535937688,31.72910250845181,101214.14061438013,0.16966793047404982,85.21052128163032,875.3070008484881,229.1118346025072,1,0
22.671351232148716,68.234735969226,101892.3283045625,0.2362577545070001,61.92077376322378,477.02422446926244,426.0607356706365,2,0
26.20981135783017,46.13960439809459,101432.47471774924,0.25180596009068823,59.655668211517664,414.8418830668163,409.0140981345985,3,0
15.43359877671101,57.83337522727706,102171.58614689634,0.1198597029012702,80.39495461619768,955.5136322305123,358.0642908999608,3,0
16.375410837434835,53.181331299451855,101448.98795288858,0.6447205487848274,56.63599900709744,218.83237150943214,393.1396619349662,2,0
22.188562353795135,40.49308775684776,102420.65629138458,0.4278654413127073,54.212967012280984,483.6177303570078,403.82350627348876,4,0
19.93584439832788,60.50212010764224,101938.60501322839,1.0979802586543879,67.7012297918157,967.7375007452274,405.30375310408243,3,0
26.571236662976368,57.57561136444428,101281.59970168376,0.12387125279142498,61.3218564722908,448.7015180301422,497.034734710701,2,0
