temperature,humidity,wind_speed,appliance_usage,time_of_day,season,electricity_consumption
32.483570765056164,72.27273822081263,10.023472739443871,533.2620784781038,Evening,Spring,368.6458774792314
29.308678494144075,47.89839497019115,11.054877303719994,510.1737205839927,Night,Summer,331.9243616377142
33.23844269050346,64.38579290921005,6.777994464229665,331.92203750893486,Afternoon,Winter,358.1917921467329
37.61514928204013,46.29973372635571,8.160203659107692,574.761024527205,Night,Summer,372.0672905409475
28.829233126383322,70.65376272259603,9.703642933003541,385.6328698460942,Night,Winter,359.03271603290995
28.8293152152541,57.41954484388839,8.22666993063125,458.199087136658,Afternoon,Winter,327.83245805535165
37.896064077536955,72.68583235647469,8.3688164575617,595.9575892385135,Afternoon,Winter,417.5021855313666
33.837173645764544,64.91412756355527,9.300274673847126,602.9758164309033,Afternoon,Autumn,383.04448844384416
27.65262807032524,47.7677976993807,11.299162663292346,453.34924726498826,Evening,Spring,323.50298577104576
32.712800217929825,74.24627732077244,9.314564446243711,459.10844650800135,Evening,Autumn,400.1141979660593
27.682911535937688,75.51245266427729,12.156852388945893,430.06811267433284,Evening,Autumn,374.58058368619385
27.671351232148716,68.82286492599215,8.00448443468129,380.21462546740895,Morning,Winter,347.9336990113212
31.20981135783017,52.3841213496378,7.496155479053095,436.5204517895758,Afternoon,Spring,314.96722651361114
20.43359877671101,56.93986045642591,13.852690811442269,338.68699810853116,Evening,Spring,297.99036896842114
21.375410837434835,61.45427217405759,8.684083744668978,568.3062581508265,Evening,Spring,317.02396892069527
27.188562353795135,52.96289600668567,7.37817598585568,539.4523605161876,Night,Spring,320.67950829557816
24.93584439832788,76.92346572463205,6.515892116456339,556.0529284870513,Evening,Winter,386.34159460062455
31.571236662976368,61.44326471726037,12.150206907617878,404.5595949424857,Afternoon,Spring,344.2058071211128
25.459879622393945,32.966519528926426,9.317390970679881,380.49294364849436,Afternoon,Summer,275.4456163258935
22.938481493323543,63.3935581275622,9.492580529867203,505.351427431356,Morning,Summer,302.4264963343503
37.32824384460777,56.51842603182687,9.68159657682672,506.4102564950225,Morning,Autumn,357.1886653427489
28.871118497567323,59.25073443881552,12.025885769339563,485.27301724870546,Night,Winter,353.91878458232753
30.33764102343962,56.313806342143,9.640940332048158,471.0516730812151,Morning,Autumn,321.7342359046662
22.87625906893272,68.07046416606687,14.688107557665251,671.0775777694387,Afternoon,Autumn,331.8244149687992
27.278086377374088,71.19687778553381,10.26752114810846,542.6025011792979,Morning,Spring,347.26824001676965
30.55461294854933,62.830531622586534,12.123569533916642,697.0678391466491,Morning,Summer,349.6673115183495
24.245032112888488,56.60688812861841,11.610479715808813,626.8965025431633,Evening,Summer,305.20088402129204
31.87849009172836,59.5866279519083,9.927105359483924,670.3270926017344,Afternoon,Spring,353.8570593648665
26.996806550405974,60.195996165776286,8.826058027959073,392.5537233643998,Night,Spring,332.24522533891655
28.541531251033618,51.975699601351636,10.663927857133107,559.3170990998029,Morning,Winter,314.063147477876
